GAP ANALYSIS SUMMARY — AL, AR, CA, DE, KS, MD, MI, MN, MO, NC, PA, TX, VA, WA
Generated against: Alabama Sentencing Commission Presumptive Manual 2024, Arkansas Sentencing Commission Benchbook 2026, California CALCRIM 2026 (Judicial Council Jury Instructions), Delaware SENTAC Benchbook 2025, KS Sentencing Commission 2013, Maryland MSCCSP Offense Table Jan 2026, MI Sentencing Guidelines Oct 2024, Minnesota Sentencing Guidelines Aug 2025, MO Charge Code Manual Feb 2026, NC Combined Offense List Dec 2025, PA Commission on Sentencing 8th Edition 2024, Texas Legislative Council Felony Offenses 2018, Virginia Crime Code System FY17, Washington Adult Sentencing Manual Oct 2025

======================================================================
AL
======================================================================
Our entries:            129
Authoritative entries:  87
Matched:                40 (31%)
Unmatched (phantom?):   89
Missing from ours:      45
Citation mismatches:    22

UNMATCHED — charges we have with no authoritative match:
  [F] Vehicular Homicide                                 | Ala. Code § 32-5A-192 | confidence: needs_review
  Aggravated Assault; On a state, county, city, university or campus law enforcement officer with a deadly weapon | K.S.A. § 21-5412(d)(1) | Felony severity 6
  Aggravated Assault; On a state, county, city, university or campus law enforcement officer with the intent to commit a felony | K.S.A. § 21-5412(d)(3) | Felony severity 6
  Domestic Battery; Knowingly or Recklessly causing bodily harm; 3rd or subsequent within 5 yrs | K.S.A. § 21-5414(a)(1) | Felony severity Nongrid
  Domestic Battery; Knowingly causing physical contact in rude, insulting or angry manner; 3rd or subsequent within 5 yrs | K.S.A. § 21-5414(a)(2) | Felony severity Nongrid
  Battery; Campus or university police officer; knowingly or recklessly causing bodily harm | K.S.A. § 21-5413(c)(2)(A) | Felony severity 7
  Battery; State, county or city law enforcement officer; knowingly or recklessly causing bodily harm | K.S.A. § 21-5413(c)(2)(B) | Felony severity 7
  Battery; State correctional officer/employee by a person in custody of the Secretary of Corrections | K.S.A. § 21-5413(c)(3)(A) | Felony severity 5
  Battery; Juvenile correctional facility officer/employee by a person confined in a JCF | K.S.A. § 21-5413(c)(3)(B) | Felony severity 5
  Battery; Juvenile detention facility officer/employee by a person confined in a JDC | K.S.A. § 21-5413(c)(3)(C) | Felony severity 5
  Battery; City or county correctional officer/employee by a person confined in city holding facility or county jail | K.S.A. § 21-5413(c)(3)(D) | Felony severity 5
  Aggravated Battery; Knowingly causing great bodily harm or disfigurement | K.S.A. § 21-5413(b)(1)(A) | Felony severity 4
  Aggravated Battery; Knowingly causing bodily harm to another with a deadly weapon, or in a manner whereby great bodily harm, disfigurement or death can be inflicted | K.S.A. § 21-5413(b)(1)(B) | Felony severity 7
  Aggravated Battery; Knowingly causing physical contact when done in a rude, insulting or angry manner with a deadly weapon, or in a manner whereby great bodily harm, disfigurement or death can be inflicted | K.S.A. § 21-5413(b)(1)(C) | Felony severity 7
  Aggravated Battery; Recklessly causing great bodily harm or disfigurement | K.S.A. § 21-5413(b)(2)(A) | Felony severity 5
  Aggravated Battery; Recklessly causing bodily harm to another with a deadly weapon, or in a manner whereby great bodily harm, disfigurement or death can be inflicted | K.S.A. § 21-5413(b)(2)(B) | Felony severity 8
  Aggravated Battery; State, county or city law enforcement officer; knowingly causing great bodily harm or disfigurement | K.S.A. § 21-5413(d)(1)(A) | Felony severity 3
  Aggravated Battery; Campus or university police officer; knowingly causing great bodily harm or disfigurement | K.S.A. § 21-5413(d)(1)(B) | Felony severity 3
  Aggravated Battery; State, county or city law enforcement officer; knowingly causing bodily harm with a deadly weapon; physical contact done in a rude, insulting or angry manner, with a deadly weapon or in a manner whereby great bodily harm, disfigurement or death can be inflicted | K.S.A. § 21-5413(d)(2)(A) | Felony severity 4
  Aggravated Battery; Campus or university police officer; knowingly causing bodily harm with a deadly weapon; physical contact done in a rude, insulting or angry manner, with a deadly weapon or in a manner whereby great bodily harm, disfigurement or death can be inflicted | K.S.A. § 21-5413(d)(2)(B) | Felony severity 4
  Aggravated Battery; State, county or city law enforcement officer; knowingly causing bodily harm with a motor vehicle | K.S.A. § 21-5413(d)(3)(A) | Felony severity 3
  Aggravated Battery; Campus or university police officer; knowingly causing bodily harm with a motor vehicle | K.S.A. § 21-5413(d)(3)(B) | Felony severity 3
  Criminal Threat; Threaten to commit violence with intent to place another in fear, to cause the evacuation, lock down or disruption in regular, ongoing activities of any building, place of assembly or facility of transportation, or in reckless disregard of the risk of causing such fear or evacuation, lock down or disruption in regular, ongoing activities | K.S.A. § 21-5415(a)(1) | Felony severity 9
  Criminal Threat; Threaten to adulterate or contaminate any food, raw agricultural commodity, beverage, drug, animal feed, plant or public water supply | K.S.A. § 21-5415(a)(2) | Felony severity 9
  Criminal Threat; Threaten to expose any animal in this state to any contagious or infectious disease | K.S.A. § 21-5415(a)(3) | Felony severity 9
  Aggravated Criminal Threat; When public, commercial or industrial building, place of assembly or facility of transportation is evacuated, locked down or disrupted as to regular, ongoing activities as result of threat | K.S.A. § 21-5415(b) | Felony severity 5
  Kidnapping; For ransom, or as a shield or hostage  | K.S.A. § 21-5408(a)(1) | Felony severity 3
  ... and 557 more felonies

MISSING MISDEMEANORS — in authoritative source but not in our database (sample):
  Anticipatory Crimes; Attempt to commit a class A misdemeanor | K.S.A. § 21-5301(e) | Misdemeanor class B
  Anticipatory Crimes; Attempt to commit a class B or C misdemeanor | K.S.A. § 21-5301(f) | Misdemeanor class C
  Anticipatory Crimes; Conspiracy to commit a misdemeanor | K.S.A. § 21-5302(e) | Misdemeanor class C
  Vehicular Homicide; Killing by operation of a vehicle in a manner which creates an unreasonable risk of injury and which constitutes a material deviation from the reasonable standard of care | K.S.A. § 21-5406(a) | Misdemeanor class A
  Assault; Knowingly placing another person in reasonable apprehension of immediate bodily harm | K.S.A. § 21-5412(a) | Misdemeanor class C
  Assault of a Law Enforcement Officer; Uniformed or properly identified state, county or city law enforcement officer | K.S.A. § 21-5412(c)(1) | Misdemeanor class A
  Assault of a Law Enforcement Officer; Uniformed or properly identified university or campus police officer | K.S.A. § 21-5412(c)(2) | Misdemeanor class A
  Battery; Knowingly or recklessly causing bodily harm to another person | K.S.A. § 21-5413(a)(1) | Misdemeanor class B
  Battery; Knowingly causing physical contact with another person when done in a rude, insulting or angry manner | K.S.A. § 21-5413(a)(2) | Misdemeanor class B
  Domestic Battery; Knowingly or recklessly causing bodily harm by a family or household member against a family or household member; 1st conviction | K.S.A. § 21-5414(a)(1) | Misdemeanor class B
  Domestic Battery; Knowingly causing physical contact with a family or household member by a family or household member when done in a rude, insulting or angry manner; 2nd conviction within 5 yrs of 1st conviction | K.S.A. § 21-5414(a)(2) | Misdemeanor class A
  Domestic Battery; Knowingly or recklessly causing bodily harm by a family or household member against a family or household member; 2nd conviction within 5 yrs of 1st conviction | K.S.A. § 21-5414(a)(1) | Misdemeanor class A
  Domestic Battery; Knowingly causing physical contact with a family or household member by a family or household member when done in a rude, insulting or angry manner; 1st conviction | K.S.A. § 21-5414(a)(2) | Misdemeanor class B
  Battery; Campus/university police officer; Knowingly causing physical contact in a rude, insulting or angry manner | K.S.A. § 21-5413(c)(1)(A) | Misdemeanor class A
  Battery; Law enforcement officer; Knowingly causing physical contact in a rude, insulting or angry manner | K.S.A. § 21-5413(c)(1)(B) | Misdemeanor class A
  Unlawful Interference with a Firefighter; Knowingly interfering while firefighter is engaged in performance of duties | K.S.A. § 21-6325(a)(1) | Misdemeanor class B
  Unlawful Interference with a Firefighter; Knowingly obstructing, interfering with or impeding the efforts of firefighter to reach the location of fire or other emergency | K.S.A. § 21-6325(a)(2) | Misdemeanor class B
  Dangerous Animals; Permitting a dangerous animal to be at large | K.S.A. § 21-6418(a) | Misdemeanor class B
  Interference With Parental Custody; By parent if parent is entitled to joint custody | K.S.A. § 21-5409(a) | Misdemeanor class A
  Interference With Custody; Of a committed person   | K.S.A. § 21-5410(a) | Misdemeanor class A
  ... and 303 more misdemeanors

======================================================================
MD
======================================================================
Our entries:            130
Authoritative entries:  767
Matched:                37 (28%)
Unmatched (phantom?):   93
Missing from ours:      725
Citation mismatches:    14

UNMATCHED — charges we have with no authoritative match:
  [F] Murder in the First Degree                         | Md. Code Ann., Crim. Law § 2-201 | confidence: high
  [F] Murder in the Second Degree                        | Md. Code Ann., Crim. Law § 2-204 | confidence: high
  [F] Criminally Negligent Homicide                      | Md. Code Ann., Crim. Law § 2-209 | confidence: high
  [F] Vehicular Homicide                                 | Md. Code Ann., Crim. Law § 2-209 | confidence: high
  [F] Felony Murder                                      | Md. Code Ann., Crim. Law § 2-201 | confidence: high
  [F] Aggravated Assault                                 | Md. Code Ann., Crim. Law § 3-202 | confidence: high
  [F] Assault with Deadly Weapon                         | Md. Code Ann., Crim. Law § 3-202(a)(1) | confidence: high
  [M] Domestic Violence Assault                          | Md. Code Ann., Fam. Law § 4-501 | confidence: needs_review
  [F] Assault on Peace Officer                           | Md. Code Ann., Crim. Law § 3-203(c) | confidence: high
  [M] Menacing                                           | Md. Code Ann., Crim. Law § 3-803 | confidence: medium
  [F] Sexual Assault in the First Degree                 | Md. Code Ann., Crim. Law § 3-303 | confidence: high
  [F] Sexual Assault in the Second Degree                | Md. Code Ann., Crim. Law § 3-306 | confidence: low
  [F] Sexual Assault in the Third Degree                 | Md. Code Ann., Crim. Law § 3-307 | confidence: high
  [F] Sexual Exploitation of Minor                       | Md. Code Ann., Crim. Law § 11-207 | confidence: high
  [F] Grand Theft in the First Degree                    | Md. Code Ann., Crim. Law § 7-104 | confidence: medium
  [F] Grand Theft in the Second Degree                   | Md. Code Ann., Crim. Law § 7-104 | confidence: medium
  [M] Petty Theft                                        | Md. Code Ann., Crim. Law § 7-104 | confidence: medium
  [M] Theft by Receiving                                 | Md. Code Ann., Crim. Law § 7-104(c) | confidence: medium
  [F] Identity Theft                                     | Md. Code Ann., Crim. Law § 8-301 | confidence: medium
  [F] Credit Card Fraud                                  | Md. Code Ann., Crim. Law § 8-206 | confidence: medium
  [F] Embezzlement                                       | Md. Code Ann., Crim. Law § 7-113 | confidence: medium
  [M] Shoplifting                                        | Md. Code Ann., Crim. Law § 7-104 | confidence: medium
  [M] Possession of Controlled Substance                 | Md. Code Ann., Crim. Law § 5-601 | confidence: medium
  [F] Possession with Intent to Distribute               | Md. Code Ann., Crim. Law § 5-602 | confidence: needs_review
  [F] Manufacturing Controlled Substance                 | Md. Code Ann., Crim. Law § 5-603 | confidence: needs_review
  [F] Drug Trafficking                                   | Md. Code Ann., Crim. Law § 5-608 | confidence: needs_review
  [M] Possession of Drug Paraphernalia                   | Md. Code Ann., Crim. Law § 5-619 | confidence: medium
  [F] Maintaining Drug House                             | Md. Code Ann., Crim. Law § 5-622 | confidence: medium
  [M] Unlawful Carrying of Weapon                        | Md. Code Ann., Crim. Law § 4-203 | confidence: medium
  [F] Discharge of Firearm in City                       | Md. Code Ann., Crim. Law § 4-108 | confidence: medium
  [F] Possession of Prohibited Weapon                    | Md. Code Ann., Crim. Law § 4-301 | confidence: medium
  [F] Wire Fraud                                         | Md. Code Ann., Crim. Law § 8-516 | confidence: medium
  [F] Mail Fraud                                         | Md. Code Ann., Crim. Law § 8-514 | confidence: medium
  [F] Check Fraud                                        | Md. Code Ann., Crim. Law § 8-106 | confidence: medium
  [F] Insurance Fraud                                    | Md. Code Ann., Ins. § 27-805 | confidence: medium
